OBJECTID	NUTS_ID	CNTR_CODE	NUTS_NAME	NAME_LATN	NAME_ASCI	NAME_HTML
1550	DE71D	DE	Rheingau-Taunus-Kreis	Rheingau-Taunus-Kreis	Rheingau-Taunus-Kreis	Rheingau-Taunus-Kreis
1551	DE71E	DE	Wetteraukreis	Wetteraukreis	Wetteraukreis	Wetteraukreis
1552	DE72	DE	Gießen	Gießen	Giessen	Gie&#x00DF;en
1553	DE721	DE	Gießen, Landkreis	Gießen, Landkreis	Giessen, Landkreis	Gie&#x00DF;en, Landkreis
1554	DE722	DE	Lahn-Dill-Kreis	Lahn-Dill-Kreis	Lahn-Dill-Kreis	Lahn-Dill-Kreis
1555	DE723	DE	Limburg-Weilburg	Limburg-Weilburg	Limburg-Weilburg	Limburg-Weilburg
1556	DE724	DE	Marburg-Biedenkopf	Marburg-Biedenkopf	Marburg-Biedenkopf	Marburg-Biedenkopf
1557	DE725	DE	Vogelsbergkreis	Vogelsbergkreis	Vogelsbergkreis	Vogelsbergkreis
1558	DE73	DE	Kassel	Kassel	Kassel	Kassel
1559	DE731	DE	Kassel, Kreisfreie Stadt	Kassel, Kreisfreie Stadt	Kassel, Kreisfreie Stadt	Kassel, Kreisfreie Stadt
1560	DE732	DE	Fulda	Fulda	Fulda	Fulda
1561	DE733	DE	Hersfeld-Rotenburg	Hersfeld-Rotenburg	Hersfeld-Rotenburg	Hersfeld-Rotenburg
1562	DE734	DE	Kassel, Landkreis	Kassel, Landkreis	Kassel, Landkreis	Kassel, Landkreis
1563	DE735	DE	Schwalm-Eder-Kreis	Schwalm-Eder-Kreis	Schwalm-Eder-Kreis	Schwalm-Eder-Kreis
1564	DE736	DE	Waldeck-Frankenberg	Waldeck-Frankenberg	Waldeck-Frankenberg	Waldeck-Frankenberg
1565	DE737	DE	Werra-Meißner-Kreis	Werra-Meißner-Kreis	Werra-Meissner-Kreis	Werra-Mei&#x00DF;ner-Kreis
1566	DE8	DE	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern
1567	DE80	DE	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern
1568	DE801	DE	Greifswald, Kreisfreie Stadt	Greifswald, Kreisfreie Stadt	Greifswald, Kreisfreie Stadt	Greifswald, Kreisfreie Stadt
1569	DED28	DE	Löbau-Zittau	Löbau-Zittau	Lobau-Zittau	L&#x00F6;bau-Zittau
1570	DED29	DE	Sächsische Schweiz	Sächsische Schweiz	Sachsische Schweiz	S&#x00E4;chsische Schweiz
1571	DED2A	DE	Weißeritzkreis	Weißeritzkreis	Weisseritzkreis	Wei&#x00DF;eritzkreis
1572	DED2B	DE	Kamenz	Kamenz	Kamenz	Kamenz
1573	DED3	DE	Leipzig	Leipzig	Leipzig	Leipzig
1574	DED31	DE	Leipzig, Kreisfreie Stadt	Leipzig, Kreisfreie Stadt	Leipzig, Kreisfreie Stadt	Leipzig, Kreisfreie Stadt
1575	DED32	DE	Delitzsch	Delitzsch	Delitzsch	Delitzsch
1576	DED33	DE	Döbeln	Döbeln	Dobeln	D&#x00F6;beln
1577	DED34	DE	Leipziger Land	Leipziger Land	Leipziger Land	Leipziger Land
1578	DED35	DE	Muldentalkreis	Muldentalkreis	Muldentalkreis	Muldentalkreis
1579	DED36	DE	Torgau-Oschatz	Torgau-Oschatz	Torgau-Oschatz	Torgau-Oschatz
1580	DEE	DE	Sachsen-Anhalt	Sachsen-Anhalt	Sachsen-Anhalt	Sachsen-Anhalt
1581	DEE0	DE	Sachsen-Anhalt	Sachsen-Anhalt	Sachsen-Anhalt	Sachsen-Anhalt
1582	DEE01	DE	Dessau-Roßlau, Kreisfreie Stadt	Dessau-Roßlau, Kreisfreie Stadt	Dessau-Rosslau, Kreisfreie Stadt	Dessau-Ro&#x00DF;lau, Kreisfreie Stadt
1583	DEE02	DE	Halle (Saale), Kreisfreie Stadt	Halle (Saale), Kreisfreie Stadt	Halle (Saale), Kreisfreie Stadt	Halle (Saale), Kreisfreie Stadt
1584	DEE03	DE	Magdeburg, Kreisfreie Stadt	Magdeburg, Kreisfreie Stadt	Magdeburg, Kreisfreie Stadt	Magdeburg, Kreisfreie Stadt
1585	DEE04	DE	Altmarkkreis Salzwedel	Altmarkkreis Salzwedel	Altmarkkreis Salzwedel	Altmarkkreis Salzwedel
1586	DEE05	DE	Anhalt-Bitterfeld	Anhalt-Bitterfeld	Anhalt-Bitterfeld	Anhalt-Bitterfeld
1587	DEE06	DE	Jerichower Land	Jerichower Land	Jerichower Land	Jerichower Land
1588	DEE07	DE	Börde	Börde	Borde	B&#x00F6;rde
1589	DEE08	DE	Burgenland (D)	Burgenland (D)	Burgenland (D)	Burgenland (D)
1590	DEE09	DE	Harz	Harz	Harz	Harz
1591	DEE0A	DE	Mansfeld-Südharz	Mansfeld-Südharz	Mansfeld-Sudharz	Mansfeld-S&#x00FC;dharz
1592	DEE0B	DE	Saalekreis	Saalekreis	Saalekreis	Saalekreis
1593	DEE0C	DE	Salzland	Salzland	Salzland	Salzland
1594	DEE0D	DE	Stendal	Stendal	Stendal	Stendal
1595	DEE0E	DE	Wittenberg	Wittenberg	Wittenberg	Wittenberg
1596	DEF	DE	Schleswig-Holstein	Schleswig-Holstein	Schleswig-Holstein	Schleswig-Holstein
1597	DEF0	DE	Schleswig-Holstein	Schleswig-Holstein	Schleswig-Holstein	Schleswig-Holstein
1598	DEF01	DE	Flensburg, Kreisfreie Stadt	Flensburg, Kreisfreie Stadt	Flensburg, Kreisfreie Stadt	Flensburg, Kreisfreie Stadt
1599	DEF02	DE	Kiel, Kreisfreie Stadt	Kiel, Kreisfreie Stadt	Kiel, Kreisfreie Stadt	Kiel, Kreisfreie Stadt
1600	DEF03	DE	Lübeck, Kreisfreie Stadt	Lübeck, Kreisfreie Stadt	Lubeck, Kreisfreie Stadt	L&#x00FC;beck, Kreisfreie Stadt
1601	DEF04	DE	Neumünster, Kreisfreie Stadt	Neumünster, Kreisfreie Stadt	Neumunster, Kreisfreie Stadt	Neum&#x00FC;nster, Kreisfreie Stadt
1602	DEF05	DE	Dithmarschen	Dithmarschen	Dithmarschen	Dithmarschen
1603	DEF06	DE	Herzogtum Lauenburg	Herzogtum Lauenburg	Herzogtum Lauenburg	Herzogtum Lauenburg
1604	DEF07	DE	Nordfriesland	Nordfriesland	Nordfriesland	Nordfriesland
1605	DEF08	DE	Ostholstein	Ostholstein	Ostholstein	Ostholstein
1606	DEF09	DE	Pinneberg	Pinneberg	Pinneberg	Pinneberg
1607	DEF0A	DE	Plön	Plön	Plon	Pl&#x00F6;n
1608	DEF0B	DE	Rendsburg-Eckernförde	Rendsburg-Eckernförde	Rendsburg-Eckernforde	Rendsburg-Eckernf&#x00F6;rde
1609	DEF0C	DE	Schleswig-Flensburg	Schleswig-Flensburg	Schleswig-Flensburg	Schleswig-Flensburg
1610	DEF0D	DE	Segeberg	Segeberg	Segeberg	Segeberg
1611	DEF0E	DE	Steinburg	Steinburg	Steinburg	Steinburg
1612	DEF0F	DE	Stormarn	Stormarn	Stormarn	Stormarn
1613	DEG	DE	Thüringen	Thüringen	Thuringen	Th&#x00FC;ringen
1614	DEG0	DE	Thüringen	Thüringen	Thuringen	Th&#x00FC;ringen
1615	DEG01	DE	Erfurt, Kreisfreie Stadt	Erfurt, Kreisfreie Stadt	Erfurt, Kreisfreie Stadt	Erfurt, Kreisfreie Stadt
1616	DEG02	DE	Gera, Kreisfreie Stadt	Gera, Kreisfreie Stadt	Gera, Kreisfreie Stadt	Gera, Kreisfreie Stadt
1617	DEG03	DE	Jena, Kreisfreie Stadt	Jena, Kreisfreie Stadt	Jena, Kreisfreie Stadt	Jena, Kreisfreie Stadt
1618	DEG04	DE	Suhl, Kreisfreie Stadt	Suhl, Kreisfreie Stadt	Suhl, Kreisfreie Stadt	Suhl, Kreisfreie Stadt
1619	DEG05	DE	Weimar, Kreisfreie Stadt	Weimar, Kreisfreie Stadt	Weimar, Kreisfreie Stadt	Weimar, Kreisfreie Stadt
1620	DE802	DE	Neubrandenburg, Kreisfreie Stadt	Neubrandenburg, Kreisfreie Stadt	Neubrandenburg, Kreisfreie Stadt	Neubrandenburg, Kreisfreie Stadt
1621	DE803	DE	Rostock, Kreisfreie Stadt	Rostock, Kreisfreie Stadt	Rostock, Kreisfreie Stadt	Rostock, Kreisfreie Stadt
1622	DE804	DE	Schwerin, Kreisfreie Stadt	Schwerin, Kreisfreie Stadt	Schwerin, Kreisfreie Stadt	Schwerin, Kreisfreie Stadt
1623	DE805	DE	Stralsund, Kreisfreie Stadt	Stralsund, Kreisfreie Stadt	Stralsund, Kreisfreie Stadt	Stralsund, Kreisfreie Stadt
1624	DE806	DE	Wismar, Kreisfreie Stadt	Wismar, Kreisfreie Stadt	Wismar, Kreisfreie Stadt	Wismar, Kreisfreie Stadt
1625	DE807	DE	Bad Doberan	Bad Doberan	Bad Doberan	Bad Doberan
1626	DE808	DE	Demmin	Demmin	Demmin	Demmin
1627	BE322	BE	Arr. Charleroi	Arr. Charleroi	Arr. Charleroi	Arr. Charleroi
1628	BE323	BE	Arr. Mons	Arr. Mons	Arr. Mons	Arr. Mons
1629	BE324	BE	Arr. Mouscron	Arr. Mouscron	Arr. Mouscron	Arr. Mouscron
1630	BE325	BE	Arr. Soignies	Arr. Soignies	Arr. Soignies	Arr. Soignies
1631	BE326	BE	Arr. Thuin	Arr. Thuin	Arr. Thuin	Arr. Thuin
1632	BE327	BE	Arr. Tournai	Arr. Tournai	Arr. Tournai	Arr. Tournai
1633	BE33	BE	Prov. Liège	Prov. Liège	Prov. Liege	Prov. Li&#x00E8;ge
1634	BE331	BE	Arr. Huy	Arr. Huy	Arr. Huy	Arr. Huy
1635	BE332	BE	Arr. Liège	Arr. Liège	Arr. Liege	Arr. Li&#x00E8;ge
1636	BE334	BE	Arr. Waremme	Arr. Waremme	Arr. Waremme	Arr. Waremme
1637	BE335	BE	Arr. Verviers - communes francophones	Arr. Verviers - communes francophones	Arr. Verviers - communes francophones	Arr. Verviers - communes francophones
1638	BE336	BE	Bezirk Verviers - Deutschsprachige Gemeinschaft	Bezirk Verviers - Deutschsprachige Gemeinschaft	Bezirk Verviers - Deutschsprachige Gemeinschaft	Bezirk Verviers - Deutschsprachige Gemeinschaft
1639	BE34	BE	Prov. Luxembourg (B)	Prov. Luxembourg (B)	Prov. Luxembourg (B)	Prov. Luxembourg (B)
1640	BE341	BE	Arr. Arlon	Arr. Arlon	Arr. Arlon	Arr. Arlon
1641	BE342	BE	Arr. Bastogne	Arr. Bastogne	Arr. Bastogne	Arr. Bastogne
1642	BE343	BE	Arr. Marche-en-Famenne	Arr. Marche-en-Famenne	Arr. Marche-en-Famenne	Arr. Marche-en-Famenne
1643	BE344	BE	Arr. Neufchâteau	Arr. Neufchâteau	Arr. Neufchateau	Arr. Neufch&#x00E2;teau
1644	BE345	BE	Arr. Virton	Arr. Virton	Arr. Virton	Arr. Virton
1645	BE35	BE	Prov. Namur	Prov. Namur	Prov. Namur	Prov. Namur
1646	BE351	BE	Arr. Dinant	Arr. Dinant	Arr. Dinant	Arr. Dinant
1647	BE352	BE	Arr. Namur	Arr. Namur	Arr. Namur	Arr. Namur
1648	BE353	BE	Arr. Philippeville	Arr. Philippeville	Arr. Philippeville	Arr. Philippeville
1649	BG	BG	България	Balgarija	Balgarija	Balgarija
1650	BG3	BG	Северна и Югоизточна България	Severna i Iztochna Bulgaria	Severna i Iztochna Bulgaria	Severna i Iztochna Bulgaria
1651	BG31	BG	Северозападен	Severozapaden	Severozapaden	Severozapaden
1652	BG311	BG	Видин	Vidin	Vidin	Vidin
1653	BG312	BG	Монтана	Montana	Montana	Montana
1654	BG313	BG	Враца	Vratsa	Vratsa	Vratsa
1655	BG314	BG	Плевен	Pleven	Pleven	Pleven
1656	BG315	BG	Ловеч	Lovech	Lovech	Lovech
1657	BG32	BG	Северен централен	Severen tsentralen	Severen tsentralen	Severen tsentralen
1658	BG321	BG	Велико Търново	Veliko Tarnovo	Veliko Tarnovo	Veliko Tarnovo
1659	BG322	BG	Габрово	Gabrovo	Gabrovo	Gabrovo
1660	BG323	BG	Русе	Ruse	Ruse	Ruse
1661	BG324	BG	Разград	Razgrad	Razgrad	Razgrad
1662	BG325	BG	Силистра	Silistra	Silistra	Silistra
1663	BG33	BG	Североизточен	Severoiztochen	Severoiztochen	Severoiztochen
1664	BG331	BG	Варна	Varna	Varna	Varna
1665	BG332	BG	Добрич	Dobrich	Dobrich	Dobrich
1666	BG333	BG	Шумен	Shumen	Shumen	Shumen
1667	BG334	BG	Търговище	Targovishte	Targovishte	Targovishte
1668	BG34	BG	Югоизточен	Yugoiztochen	Yugoiztochen	Yugoiztochen
1669	BG341	BG	Бургас	Burgas	Burgas	Burgas
1670	BG342	BG	Сливен	Sliven	Sliven	Sliven
1671	BG343	BG	Ямбол	Yambol	Yambol	Yambol
1672	BG344	BG	Стара Загора	Stara Zagora	Stara Zagora	Stara Zagora
1673	BG4	BG	Югозападна и Южна централна България	Yugozapadna i Yuzhna Centralna Bulgaria	Yugozapadna i Yuzhna Centralna Bulgaria	Yugozapadna i Yuzhna Centralna Bulgaria
1674	BG41	BG	Югозападен	Yugozapaden	Yugozapaden	Yugozapaden
1675	BG411	BG	София (столица)	Sofia (stolitsa)	Sofia (stolitsa)	Sofia (stolitsa)
1676	BG412	BG	София	Sofia	Sofia	Sofia
1677	BG413	BG	Благоевград	Blagoevgrad	Blagoevgrad	Blagoevgrad
1678	BG414	BG	Перник	Pernik	Pernik	Pernik
1679	BG415	BG	Кюстендил	Kyustendil	Kyustendil	Kyustendil
1680	BG42	BG	Южен централен	Yuzhen tsentralen	Yuzhen tsentralen	Yuzhen tsentralen
1681	BG421	BG	Пловдив	Plovdiv	Plovdiv	Plovdiv
1682	BG422	BG	Хасково	Haskovo	Haskovo	Haskovo
1683	BG423	BG	Пазарджик	Pazardzhik	Pazardzhik	Pazardzhik
1684	BG424	BG	Смолян	Smolyan	Smolyan	Smolyan
1685	BG425	BG	Кърджали	Kardzhali	Kardzhali	Kardzhali
1686	CH	CH	Schweiz/Suisse/Svizzera	Schweiz/Suisse/Svizzera	Schweiz/Suisse/Svizzera	Schweiz/Suisse/Svizzera
1687	CH0	CH	Schweiz/Suisse/Svizzera	Schweiz/Suisse/Svizzera	Schweiz/Suisse/Svizzera	Schweiz/Suisse/Svizzera
1688	CH01	CH	Région Lémanique	Région Lémanique	Region Lemanique	R&#x00E9;gion L&#x00E9;manique
1689	CH011	CH	Vaud	Vaud	Vaud	Vaud
1690	CH012	CH	Valais	Valais	Valais	Valais
1691	CH013	CH	Genève	Genève	Geneve	Gen&#x00E8;ve
1692	CH02	CH	Espace Mittelland	Espace Mittelland	Espace Mittelland	Espace Mittelland
1693	CH021	CH	Bern	Bern	Bern	Bern
1694	CH022	CH	Freiburg	Freiburg	Freiburg	Freiburg
1695	CH023	CH	Solothurn	Solothurn	Solothurn	Solothurn
1696	CH024	CH	Neuchâtel	Neuchâtel	Neuchatel	Neuch&#x00E2;tel
1697	CH025	CH	Jura	Jura	Jura	Jura
1698	CH03	CH	Nordwestschweiz	Nordwestschweiz	Nordwestschweiz	Nordwestschweiz
1699	CH031	CH	Basel-stadt	Basel-stadt	Basel-stadt	Basel-stadt
1700	CH032	CH	Basel-landschaft	Basel-landschaft	Basel-landschaft	Basel-landschaft
1701	CH033	CH	Aargau	Aargau	Aargau	Aargau
1702	CH04	CH	Zürich	Zürich	Zurich	Z&#x00FC;rich
1703	CH040	CH	Zürich	Zürich	Zurich	Z&#x00FC;rich
1704	CH05	CH	Ostschweiz	Ostschweiz	Ostschweiz	Ostschweiz
1705	CH051	CH	Glarus	Glarus	Glarus	Glarus
1706	CH052	CH	Schaffhausen	Schaffhausen	Schaffhausen	Schaffhausen
1707	CH053	CH	Appenzell A. Rh.	Appenzell A. Rh.	Appenzell A. Rh.	Appenzell A. Rh.
1708	CH054	CH	Appenzell I. Rh.	Appenzell I. Rh.	Appenzell I. Rh.	Appenzell I. Rh.
1709	CH055	CH	St. Gallen	St. Gallen	St. Gallen	St. Gallen
1710	CH056	CH	Graubünden	Graubünden	Graubunden	Graub&#x00FC;nden
1711	CH057	CH	Thurgau	Thurgau	Thurgau	Thurgau
1712	CH06	CH	Zentralschweiz	Zentralschweiz	Zentralschweiz	Zentralschweiz
1713	CH061	CH	Luzern	Luzern	Luzern	Luzern
1714	CH062	CH	Uri	Uri	Uri	Uri
1715	CH063	CH	Schwyz	Schwyz	Schwyz	Schwyz
1716	CH064	CH	Obwalden	Obwalden	Obwalden	Obwalden
1717	CH065	CH	Nidwalden	Nidwalden	Nidwalden	Nidwalden
1718	DE423	DE	Potsdam, Kreisfreie Stadt	Potsdam, Kreisfreie Stadt	Potsdam, Kreisfreie Stadt	Potsdam, Kreisfreie Stadt
1719	DE424	DE	Dahme-Spreewald	Dahme-Spreewald	Dahme-Spreewald	Dahme-Spreewald
1720	DE425	DE	Elbe-Elster	Elbe-Elster	Elbe-Elster	Elbe-Elster
1721	DE426	DE	Havelland	Havelland	Havelland	Havelland
1722	DE427	DE	Oberspreewald-Lausitz	Oberspreewald-Lausitz	Oberspreewald-Lausitz	Oberspreewald-Lausitz
1723	DE428	DE	Potsdam-Mittelmark	Potsdam-Mittelmark	Potsdam-Mittelmark	Potsdam-Mittelmark
1724	DE429	DE	Spree-Neiße	Spree-Neiße	Spree-Neisse	Spree-Nei&#x00DF;e
1725	DE42A	DE	Teltow-Fläming	Teltow-Fläming	Teltow-Flaming	Teltow-Fl&#x00E4;ming
1726	DE5	DE	Bremen	Bremen	Bremen	Bremen
1727	DE50	DE	Bremen	Bremen	Bremen	Bremen
1728	DE501	DE	Bremen, Kreisfreie Stadt	Bremen, Kreisfreie Stadt	Bremen, Kreisfreie Stadt	Bremen, Kreisfreie Stadt
1729	DE502	DE	Bremerhaven, Kreisfreie Stadt	Bremerhaven, Kreisfreie Stadt	Bremerhaven, Kreisfreie Stadt	Bremerhaven, Kreisfreie Stadt
1730	DE6	DE	Hamburg	Hamburg	Hamburg	Hamburg
1731	DE60	DE	Hamburg	Hamburg	Hamburg	Hamburg
1732	DE600	DE	Hamburg	Hamburg	Hamburg	Hamburg
1733	DE7	DE	Hessen	Hessen	Hessen	Hessen
1734	DE71	DE	Darmstadt	Darmstadt	Darmstadt	Darmstadt
1735	DE711	DE	Darmstadt, Kreisfreie Stadt	Darmstadt, Kreisfreie Stadt	Darmstadt, Kreisfreie Stadt	Darmstadt, Kreisfreie Stadt
1736	DE21G	DE	Mühldorf a. Inn	Mühldorf a. Inn	Muhldorf a. Inn	M&#x00FC;hldorf a. Inn
1737	DE21H	DE	München, Landkreis	München, Landkreis	Munchen, Landkreis	M&#x00FC;nchen, Landkreis
1738	DE21I	DE	Neuburg-Schrobenhausen	Neuburg-Schrobenhausen	Neuburg-Schrobenhausen	Neuburg-Schrobenhausen
1739	DE21J	DE	Pfaffenhofen a. d. Ilm	Pfaffenhofen a. d. Ilm	Pfaffenhofen a. d. Ilm	Pfaffenhofen a. d. Ilm
1740	DE21K	DE	Rosenheim, Landkreis	Rosenheim, Landkreis	Rosenheim, Landkreis	Rosenheim, Landkreis
1741	DE21L	DE	Starnberg	Starnberg	Starnberg	Starnberg
1742	DE21M	DE	Traunstein	Traunstein	Traunstein	Traunstein
1743	DE21N	DE	Weilheim-Schongau	Weilheim-Schongau	Weilheim-Schongau	Weilheim-Schongau
1744	DE22	DE	Niederbayern	Niederbayern	Niederbayern	Niederbayern
1745	AT	AT	Österreich	Österreich	Osterreich	&#x00D6;sterreich
1746	AT1	AT	Ostösterreich	Ostösterreich	Ostosterreich	Ost&#x00F6;sterreich
1747	AT11	AT	Burgenland (A)	Burgenland (A)	Burgenland (A)	Burgenland (A)
1748	AT111	AT	Mittelburgenland	Mittelburgenland	Mittelburgenland	Mittelburgenland
1749	AT112	AT	Nordburgenland	Nordburgenland	Nordburgenland	Nordburgenland
1750	AT113	AT	Südburgenland	Südburgenland	Sudburgenland	S&#x00FC;dburgenland
1751	AT12	AT	Niederösterreich	Niederösterreich	Niederosterreich	Nieder&#x00F6;sterreich
1752	AT121	AT	Mostviertel-Eisenwurzen	Mostviertel-Eisenwurzen	Mostviertel-Eisenwurzen	Mostviertel-Eisenwurzen
1753	AT122	AT	Niederösterreich-Süd	Niederösterreich-Süd	Niederosterreich-Sud	Nieder&#x00F6;sterreich-S&#x00FC;d
1754	AT123	AT	Sankt Pölten	Sankt Pölten	Sankt Polten	Sankt P&#x00F6;lten
1755	AT124	AT	Waldviertel	Waldviertel	Waldviertel	Waldviertel
1756	AT125	AT	Weinviertel	Weinviertel	Weinviertel	Weinviertel
1757	AT126	AT	Wiener Umland/Nordteil	Wiener Umland/Nordteil	Wiener Umland/Nordteil	Wiener Umland/Nordteil
1758	AT127	AT	Wiener Umland/Südteil	Wiener Umland/Südteil	Wiener Umland/Sudteil	Wiener Umland/S&#x00FC;dteil
1759	AT13	AT	Wien	Wien	Wien	Wien
1760	AT130	AT	Wien	Wien	Wien	Wien
1761	AT2	AT	Südösterreich	Südösterreich	Sudosterreich	S&#x00FC;d&#x00F6;sterreich
1762	AT21	AT	Kärnten	Kärnten	Karnten	K&#x00E4;rnten
1763	AT211	AT	Klagenfurt-Villach	Klagenfurt-Villach	Klagenfurt-Villach	Klagenfurt-Villach
1764	AT212	AT	Oberkärnten	Oberkärnten	Oberkarnten	Oberk&#x00E4;rnten
1765	AT213	AT	Unterkärnten	Unterkärnten	Unterkarnten	Unterk&#x00E4;rnten
1766	AT22	AT	Steiermark	Steiermark	Steiermark	Steiermark
1767	AT221	AT	Graz	Graz	Graz	Graz
1768	AT222	AT	Liezen	Liezen	Liezen	Liezen
1769	AT223	AT	Östliche Obersteiermark	Östliche Obersteiermark	Ostliche Obersteiermark	&#x00D6;stliche Obersteiermark
1770	AT224	AT	Oststeiermark	Oststeiermark	Oststeiermark	Oststeiermark
1771	AT225	AT	West- und Südsteiermark	West- und Südsteiermark	West- und Sudsteiermark	West- und S&#x00FC;dsteiermark
1772	AT226	AT	Westliche Obersteiermark	Westliche Obersteiermark	Westliche Obersteiermark	Westliche Obersteiermark
1773	AT3	AT	Westösterreich	Westösterreich	Westosterreich	West&#x00F6;sterreich
1774	AT31	AT	Oberösterreich	Oberösterreich	Oberosterreich	Ober&#x00F6;sterreich
1775	AT311	AT	Innviertel	Innviertel	Innviertel	Innviertel
1776	AT312	AT	Linz-Wels	Linz-Wels	Linz-Wels	Linz-Wels
1777	AT313	AT	Mühlviertel	Mühlviertel	Muhlviertel	M&#x00FC;hlviertel
1778	AT314	AT	Steyr-Kirchdorf	Steyr-Kirchdorf	Steyr-Kirchdorf	Steyr-Kirchdorf
1779	AT315	AT	Traunviertel	Traunviertel	Traunviertel	Traunviertel
1780	AT32	AT	Salzburg	Salzburg	Salzburg	Salzburg
1781	AT321	AT	Lungau	Lungau	Lungau	Lungau
1782	AT322	AT	Pinzgau-Pongau	Pinzgau-Pongau	Pinzgau-Pongau	Pinzgau-Pongau
1783	AT323	AT	Salzburg und Umgebung	Salzburg und Umgebung	Salzburg und Umgebung	Salzburg und Umgebung
1784	AT33	AT	Tirol	Tirol	Tirol	Tirol
1785	AT331	AT	Außerfern	Außerfern	Ausserfern	Au&#x00DF;erfern
1786	AT332	AT	Innsbruck	Innsbruck	Innsbruck	Innsbruck
1787	AT333	AT	Osttirol	Osttirol	Osttirol	Osttirol
1788	AT334	AT	Tiroler Oberland	Tiroler Oberland	Tiroler Oberland	Tiroler Oberland
1789	AT335	AT	Tiroler Unterland	Tiroler Unterland	Tiroler Unterland	Tiroler Unterland
1790	AT34	AT	Vorarlberg	Vorarlberg	Vorarlberg	Vorarlberg
1791	AT341	AT	Bludenz-Bregenzer Wald	Bludenz-Bregenzer Wald	Bludenz-Bregenzer Wald	Bludenz-Bregenzer Wald
1792	AT342	AT	Rheintal-Bodenseegebiet	Rheintal-Bodenseegebiet	Rheintal-Bodenseegebiet	Rheintal-Bodenseegebiet
1793	BE	BE	Belgique-België	Belgique-België	Belgique-Belgie	Belgique-Belgi&#x00EB;
1794	BE1	BE	Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest	Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest	Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest	R&#x00E9;gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest
1795	BE10	BE	Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest	Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest	Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest	R&#x00E9;gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest
1796	BE100	BE	Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad	Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad	Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad	Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad
1797	BE2	BE	Vlaams Gewest	Vlaams Gewest	Vlaams Gewest	Vlaams Gewest
1798	BE21	BE	Prov. Antwerpen	Prov. Antwerpen	Prov. Antwerpen	Prov. Antwerpen
1799	BE211	BE	Arr. Antwerpen	Arr. Antwerpen	Arr. Antwerpen	Arr. Antwerpen
1800	BE212	BE	Arr. Mechelen	Arr. Mechelen	Arr. Mechelen	Arr. Mechelen
1801	BE213	BE	Arr. Turnhout	Arr. Turnhout	Arr. Turnhout	Arr. Turnhout
1802	BE22	BE	Prov. Limburg (B)	Prov. Limburg (B)	Prov. Limburg (B)	Prov. Limburg (B)
1803	BE221	BE	Arr. Hasselt	Arr. Hasselt	Arr. Hasselt	Arr. Hasselt
1804	BE222	BE	Arr. Maaseik	Arr. Maaseik	Arr. Maaseik	Arr. Maaseik
1805	BE223	BE	Arr. Tongeren	Arr. Tongeren	Arr. Tongeren	Arr. Tongeren
1806	BE23	BE	Prov. Oost-Vlaanderen	Prov. Oost-Vlaanderen	Prov. Oost-Vlaanderen	Prov. Oost-Vlaanderen
1807	BE231	BE	Arr. Aalst	Arr. Aalst	Arr. Aalst	Arr. Aalst
1808	BE232	BE	Arr. Dendermonde	Arr. Dendermonde	Arr. Dendermonde	Arr. Dendermonde
1809	BE233	BE	Arr. Eeklo	Arr. Eeklo	Arr. Eeklo	Arr. Eeklo
1810	BE234	BE	Arr. Gent	Arr. Gent	Arr. Gent	Arr. Gent
1811	BE235	BE	Arr. Oudenaarde	Arr. Oudenaarde	Arr. Oudenaarde	Arr. Oudenaarde
1812	BE236	BE	Arr. Sint-Niklaas	Arr. Sint-Niklaas	Arr. Sint-Niklaas	Arr. Sint-Niklaas
1813	BE24	BE	Prov. Vlaams-Brabant	Prov. Vlaams-Brabant	Prov. Vlaams-Brabant	Prov. Vlaams-Brabant
1814	BE241	BE	Arr. Halle-Vilvoorde	Arr. Halle-Vilvoorde	Arr. Halle-Vilvoorde	Arr. Halle-Vilvoorde
1815	BE242	BE	Arr. Leuven	Arr. Leuven	Arr. Leuven	Arr. Leuven
1816	BE25	BE	Prov. West-Vlaanderen	Prov. West-Vlaanderen	Prov. West-Vlaanderen	Prov. West-Vlaanderen
1817	BE251	BE	Arr. Brugge	Arr. Brugge	Arr. Brugge	Arr. Brugge
1818	BE252	BE	Arr. Diksmuide	Arr. Diksmuide	Arr. Diksmuide	Arr. Diksmuide
1819	BE253	BE	Arr. Ieper	Arr. Ieper	Arr. Ieper	Arr. Ieper
1820	BE254	BE	Arr. Kortrijk	Arr. Kortrijk	Arr. Kortrijk	Arr. Kortrijk
