OBJECTID	NUTS_ID	CNTR_CODE	NUTS_NAME	NAME_LATN	NAME_ASCI	NAME_HTML
1004	FR713	FR	Drôme	Drôme	Drome	Dr&#x00F4;me
1005	FR714	FR	Isère	Isère	Isere	Is&#x00E8;re
1006	FR715	FR	Loire	Loire	Loire	Loire
1007	FR716	FR	Rhône	Rhône	Rhone	Rh&#x00F4;ne
1008	FR717	FR	Savoie	Savoie	Savoie	Savoie
1009	FR718	FR	Haute-Savoie	Haute-Savoie	Haute-Savoie	Haute-Savoie
1010	FR72	FR	Auvergne	Auvergne	Auvergne	Auvergne
1011	FR721	FR	Allier	Allier	Allier	Allier
1012	FR722	FR	Cantal	Cantal	Cantal	Cantal
1013	FR723	FR	Haute-Loire	Haute-Loire	Haute-Loire	Haute-Loire
1014	FR724	FR	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dome	Puy-de-D&#x00F4;me
1015	FR8	FR	Méditerranée	Méditerranée	Mediterranee	M&#x00E9;diterran&#x00E9;e
1016	FR81	FR	Languedoc-Roussillon	Languedoc-Roussillon	Languedoc-Roussillon	Languedoc-Roussillon
1017	FR811	FR	Aude	Aude	Aude	Aude
1018	FR812	FR	Gard	Gard	Gard	Gard
1019	FR813	FR	Hérault	Hérault	Herault	H&#x00E9;rault
1020	FR814	FR	Lozère	Lozère	Lozere	Loz&#x00E8;re
1021	FR815	FR	Pyrénées-Orientales	Pyrénées-Orientales	Pyrenees-Orientales	Pyr&#x00E9;n&#x00E9;es-Orientales
1022	FR82	FR	Provence-Alpes-Côte d'Azur	Provence-Alpes-Côte d'Azur	Provence-Alpes-Cote d'Azur	Provence-Alpes-C&#x00F4;te d'Azur
1023	FR821	FR	Alpes-de-Haute-Provence	Alpes-de-Haute-Provence	Alpes-de-Haute-Provence	Alpes-de-Haute-Provence
1024	FR822	FR	Hautes-Alpes	Hautes-Alpes	Hautes-Alpes	Hautes-Alpes
1025	FR823	FR	Alpes-Maritimes	Alpes-Maritimes	Alpes-Maritimes	Alpes-Maritimes
1026	FR824	FR	Bouches-du-Rhône	Bouches-du-Rhône	Bouches-du-Rhone	Bouches-du-Rh&#x00F4;ne
1027	FR825	FR	Var	Var	Var	Var
1028	FR826	FR	Vaucluse	Vaucluse	Vaucluse	Vaucluse
1029	FR83	FR	Corse	Corse	Corse	Corse
1030	DK032	DK	Sydjylland	Sydjylland	Sydjylland	Sydjylland
1031	DK04	DK	Midtjylland	Midtjylland	Midtjylland	Midtjylland
1032	DK041	DK	Vestjylland	Vestjylland	Vestjylland	Vestjylland
1033	DK042	DK	Østjylland	Østjylland	Ostjylland	&#x00D8;stjylland
1034	DK05	DK	Nordjylland	Nordjylland	Nordjylland	Nordjylland
1035	DK050	DK	Nordjylland	Nordjylland	Nordjylland	Nordjylland
1036	EE	EE	Eesti	Eesti	Eesti	Eesti
1037	EE0	EE	Eesti	Eesti	Eesti	Eesti
1038	EE00	EE	Eesti	Eesti	Eesti	Eesti
1039	EE001	EE	Põhja-Eesti	Põhja-Eesti	Pohja-Eesti	P&#x00F5;hja-Eesti
1040	EE004	EE	Lääne-Eesti	Lääne-Eesti	Laane-Eesti	L&#x00E4;&#x00E4;ne-Eesti
1041	EE006	EE	Kesk-Eesti	Kesk-Eesti	Kesk-Eesti	Kesk-Eesti
1042	EE007	EE	Kirde-Eesti	Kirde-Eesti	Kirde-Eesti	Kirde-Eesti
1043	EE008	EE	Lõuna-Eesti	Lõuna-Eesti	Louna-Eesti	L&#x00F5;una-Eesti
1044	ES	ES	España	España	Espana	Espa&#x00F1;a
1045	ES1	ES	Noroeste	Noroeste	Noroeste	Noroeste
1046	ES11	ES	Galicia	Galicia	Galicia	Galicia
1047	ES111	ES	A Coruña	A Coruña	A Coruna	A Coru&#x00F1;a
1048	ES112	ES	Lugo	Lugo	Lugo	Lugo
1049	ES113	ES	Ourense	Ourense	Ourense	Ourense
1050	ES114	ES	Pontevedra	Pontevedra	Pontevedra	Pontevedra
1051	ES12	ES	Principado de Asturias	Principado de Asturias	Principado de Asturias	Principado de Asturias
1052	ES120	ES	Asturias	Asturias	Asturias	Asturias
1053	ES13	ES	Cantabria	Cantabria	Cantabria	Cantabria
1054	ES130	ES	Cantabria	Cantabria	Cantabria	Cantabria
1055	ES2	ES	Noreste	Noreste	Noreste	Noreste
1056	ES21	ES	País Vasco	País Vasco	Pais Vasco	Pa&#x00ED;s Vasco
1057	ES211	ES	Álava	Álava	Alava	&#x00C1;lava
1058	ES212	ES	Guipúzcoa	Guipúzcoa	Guipuzcoa	Guip&#x00FA;zcoa
1059	ES213	ES	Vizcaya	Vizcaya	Vizcaya	Vizcaya
1060	ES22	ES	Comunidad Foral de Navarra	Comunidad Foral de Navarra	Comunidad Foral de Navarra	Comunidad Foral de Navarra
1061	ES220	ES	Navarra	Navarra	Navarra	Navarra
1062	ES23	ES	La Rioja	La Rioja	La Rioja	La Rioja
1063	ES230	ES	La Rioja	La Rioja	La Rioja	La Rioja
1064	ES24	ES	Aragón	Aragón	Aragon	Arag&#x00F3;n
1065	ES241	ES	Huesca	Huesca	Huesca	Huesca
1066	ES242	ES	Teruel	Teruel	Teruel	Teruel
1067	ES243	ES	Zaragoza	Zaragoza	Zaragoza	Zaragoza
1068	ES3	ES	Comunidad de Madrid	Comunidad de Madrid	Comunidad de Madrid	Comunidad de Madrid
1069	ES30	ES	Comunidad de Madrid	Comunidad de Madrid	Comunidad de Madrid	Comunidad de Madrid
1070	ES300	ES	Madrid	Madrid	Madrid	Madrid
1071	ES4	ES	Centro (E)	Centro (E)	Centro (E)	Centro (E)
1072	ES41	ES	Castilla y León	Castilla y León	Castilla y Leon	Castilla y Le&#x00F3;n
1073	ES411	ES	Ávila	Ávila	Avila	&#x00C1;vila
1074	ES412	ES	Burgos	Burgos	Burgos	Burgos
1075	ES413	ES	León	León	Leon	Le&#x00F3;n
1076	ES414	ES	Palencia	Palencia	Palencia	Palencia
1077	ES415	ES	Salamanca	Salamanca	Salamanca	Salamanca
1078	ES416	ES	Segovia	Segovia	Segovia	Segovia
1079	ES417	ES	Soria	Soria	Soria	Soria
1080	ES418	ES	Valladolid	Valladolid	Valladolid	Valladolid
1081	ES419	ES	Zamora	Zamora	Zamora	Zamora
1082	ES42	ES	Castilla-La Mancha	Castilla-La Mancha	Castilla-La Mancha	Castilla-La Mancha
1083	ES421	ES	Albacete	Albacete	Albacete	Albacete
1084	ES422	ES	Ciudad Real	Ciudad Real	Ciudad Real	Ciudad Real
1085	ES423	ES	Cuenca	Cuenca	Cuenca	Cuenca
1086	ES424	ES	Guadalajara	Guadalajara	Guadalajara	Guadalajara
1087	ES425	ES	Toledo	Toledo	Toledo	Toledo
1088	ES43	ES	Extremadura	Extremadura	Extremadura	Extremadura
1089	ES431	ES	Badajoz	Badajoz	Badajoz	Badajoz
1090	ES432	ES	Cáceres	Cáceres	Caceres	C&#x00E1;ceres
1091	ES5	ES	Este	Este	Este	Este
1092	ES51	ES	Cataluña	Cataluña	Cataluna	Catalu&#x00F1;a
1093	ES511	ES	Barcelona	Barcelona	Barcelona	Barcelona
1094	ES512	ES	Girona	Girona	Girona	Girona
1095	ES513	ES	Lleida	Lleida	Lleida	Lleida
1096	ES514	ES	Tarragona	Tarragona	Tarragona	Tarragona
1097	ES52	ES	Comunidad Valenciana	Comunidad Valenciana	Comunidad Valenciana	Comunidad Valenciana
1098	ES521	ES	Alicante / Alacant	Alicante / Alacant	Alicante / Alacant	Alicante / Alacant
1099	ES522	ES	Castellón / Castelló	Castellón / Castelló	Castellon / Castello	Castell&#x00F3;n / Castell&#x00F3;
1100	ES523	ES	Valencia / València	Valencia / València	Valencia / Valencia	Valencia / Val&#x00E8;ncia
1101	ES53	ES	Illes Balears	Illes Balears	Illes Balears	Illes Balears
1102	ES531	ES	Eivissa y Formentera	Eivissa y Formentera	Eivissa y Formentera	Eivissa y Formentera
1103	ES532	ES	Mallorca	Mallorca	Mallorca	Mallorca
1104	ES533	ES	Menorca	Menorca	Menorca	Menorca
1105	ES6	ES	Sur	Sur	Sur	Sur
1106	ES61	ES	Andalucía	Andalucía	Andalucia	Andaluc&#x00ED;a
1107	ES611	ES	Almería	Almería	Almeria	Almer&#x00ED;a
1108	ES612	ES	Cádiz	Cádiz	Cadiz	C&#x00E1;diz
1109	ES613	ES	Córdoba	Córdoba	Cordoba	C&#x00F3;rdoba
1110	ES614	ES	Granada	Granada	Granada	Granada
1111	ES615	ES	Huelva	Huelva	Huelva	Huelva
1112	ES616	ES	Jaén	Jaén	Jaen	Ja&#x00E9;n
1113	ES617	ES	Málaga	Málaga	Malaga	M&#x00E1;laga
1114	ES618	ES	Sevilla	Sevilla	Sevilla	Sevilla
1115	ES62	ES	Región de Murcia	Región de Murcia	Region de Murcia	Regi&#x00F3;n de Murcia
1116	ES620	ES	Murcia	Murcia	Murcia	Murcia
1117	ES63	ES	Ciudad Autónoma de Ceuta	Ciudad Autónoma de Ceuta	Ciudad Autonoma de Ceuta	Ciudad Aut&#x00F3;noma de Ceuta
1118	ES630	ES	Ceuta	Ceuta	Ceuta	Ceuta
1119	ES64	ES	Ciudad Autónoma de Melilla	Ciudad Autónoma de Melilla	Ciudad Autonoma de Melilla	Ciudad Aut&#x00F3;noma de Melilla
1120	ES640	ES	Melilla	Melilla	Melilla	Melilla
1121	ES7	ES	Canarias	Canarias	Canarias	Canarias
1122	ES70	ES	Canarias	Canarias	Canarias	Canarias
1123	ES703	ES	El Hierro	El Hierro	El Hierro	El Hierro
1124	ES704	ES	Fuerteventura	Fuerteventura	Fuerteventura	Fuerteventura
1125	ES705	ES	Gran Canaria	Gran Canaria	Gran Canaria	Gran Canaria
1126	ES706	ES	La Gomera	La Gomera	La Gomera	La Gomera
1127	ES707	ES	La Palma	La Palma	La Palma	La Palma
1128	ES708	ES	Lanzarote	Lanzarote	Lanzarote	Lanzarote
1129	ES709	ES	Tenerife	Tenerife	Tenerife	Tenerife
1130	FI	FI	Suomi / Finland	Suomi / Finland	Suomi / Finland	Suomi / Finland
1131	FI1	FI	Manner-Suomi	Manner-Suomi	Manner-Suomi	Manner-Suomi
1132	FI13	FI	Itä-Suomi	Itä-Suomi	Ita-Suomi	It&#x00E4;-Suomi
1133	FI131	FI	Etelä-Savo	Etelä-Savo	Etela-Savo	Etel&#x00E4;-Savo
1134	FI132	FI	Pohjois-Savo	Pohjois-Savo	Pohjois-Savo	Pohjois-Savo
1135	FI133	FI	Pohjois-Karjala	Pohjois-Karjala	Pohjois-Karjala	Pohjois-Karjala
1136	FI134	FI	Kainuu	Kainuu	Kainuu	Kainuu
1137	FI18	FI	Etelä-Suomi	Etelä-Suomi	Etela-Suomi	Etel&#x00E4;-Suomi
1138	FI181	FI	Uusimaa	Uusimaa	Uusimaa	Uusimaa
1139	FI182	FI	Itä-Uusimaa	Itä-Uusimaa	Ita-Uusimaa	It&#x00E4;-Uusimaa
1140	FI183	FI	Varsinais-Suomi	Varsinais-Suomi	Varsinais-Suomi	Varsinais-Suomi
1141	FI184	FI	Kanta-Häme	Kanta-Häme	Kanta-Hame	Kanta-H&#x00E4;me
1142	FI185	FI	Päijät-Häme	Päijät-Häme	Paijat-Hame	P&#x00E4;ij&#x00E4;t-H&#x00E4;me
1143	FI186	FI	Kymenlaakso	Kymenlaakso	Kymenlaakso	Kymenlaakso
1144	FI187	FI	Etelä-Karjala	Etelä-Karjala	Etela-Karjala	Etel&#x00E4;-Karjala
1145	FI19	FI	Länsi-Suomi	Länsi-Suomi	Lansi-Suomi	L&#x00E4;nsi-Suomi
1146	FI193	FI	Keski-Suomi	Keski-Suomi	Keski-Suomi	Keski-Suomi
1147	FI194	FI	Etelä-Pohjanmaa	Etelä-Pohjanmaa	Etela-Pohjanmaa	Etel&#x00E4;-Pohjanmaa
1148	FI195	FI	Pohjanmaa	Pohjanmaa	Pohjanmaa	Pohjanmaa
1149	FI196	FI	Satakunta	Satakunta	Satakunta	Satakunta
1150	FI197	FI	Pirkanmaa	Pirkanmaa	Pirkanmaa	Pirkanmaa
1151	FI1A	FI	Pohjois-Suomi	Pohjois-Suomi	Pohjois-Suomi	Pohjois-Suomi
1152	FI1A1	FI	Keski-Pohjanmaa	Keski-Pohjanmaa	Keski-Pohjanmaa	Keski-Pohjanmaa
1153	FI1A2	FI	Pohjois-Pohjanmaa	Pohjois-Pohjanmaa	Pohjois-Pohjanmaa	Pohjois-Pohjanmaa
1154	FI1A3	FI	Lappi	Lappi	Lappi	Lappi
1155	DE4	DE	Brandenburg	Brandenburg	Brandenburg	Brandenburg
1156	DE41	DE	Brandenburg - Nordost	Brandenburg - Nordost	Brandenburg - Nordost	Brandenburg - Nordost
1157	DE411	DE	Frankfurt (Oder), Kreisfreie Stadt	Frankfurt (Oder), Kreisfreie Stadt	Frankfurt (Oder), Kreisfreie Stadt	Frankfurt (Oder), Kreisfreie Stadt
1158	DE412	DE	Barnim	Barnim	Barnim	Barnim
1159	DE413	DE	Märkisch-Oderland	Märkisch-Oderland	Markisch-Oderland	M&#x00E4;rkisch-Oderland
1160	DE414	DE	Oberhavel	Oberhavel	Oberhavel	Oberhavel
1161	DE415	DE	Oder-Spree	Oder-Spree	Oder-Spree	Oder-Spree
1162	DE416	DE	Ostprignitz-Ruppin	Ostprignitz-Ruppin	Ostprignitz-Ruppin	Ostprignitz-Ruppin
1163	DE417	DE	Prignitz	Prignitz	Prignitz	Prignitz
1164	DE418	DE	Uckermark	Uckermark	Uckermark	Uckermark
1165	DE42	DE	Brandenburg - Südwest	Brandenburg - Südwest	Brandenburg - Sudwest	Brandenburg - S&#x00FC;dwest
1166	DE421	DE	Brandenburg an der Havel, Kreisfreie Stadt	Brandenburg an der Havel, Kreisfreie Stadt	Brandenburg an der Havel, Kreisfreie Stadt	Brandenburg an der Havel, Kreisfreie Stadt
1167	DE422	DE	Cottbus, Kreisfreie Stadt	Cottbus, Kreisfreie Stadt	Cottbus, Kreisfreie Stadt	Cottbus, Kreisfreie Stadt
1168	HU221	HU	Győr-Moson-Sopron	Győr-Moson-Sopron	Gyor-Moson-Sopron	Gy&#x0151;r-Moson-Sopron
1169	HU222	HU	Vas	Vas	Vas	Vas
1170	HU223	HU	Zala	Zala	Zala	Zala
1171	HU23	HU	Dél-Dunántúl	Dél-Dunántúl	Del-Dunantul	D&#x00E9;l-Dun&#x00E1;nt&#x00FA;l
1172	HU231	HU	Baranya	Baranya	Baranya	Baranya
1173	HU232	HU	Somogy	Somogy	Somogy	Somogy
1174	HU233	HU	Tolna	Tolna	Tolna	Tolna
1175	HU3	HU	Alföld És Észak	Alföld És Észak	Alfold Es Eszak	Alf&#x00F6;ld &#x00C9;s &#x00C9;szak
1176	HU31	HU	Észak-Magyarország	Észak-Magyarország	Eszak-Magyarorszag	&#x00C9;szak-Magyarorsz&#x00E1;g
1177	HU311	HU	Borsod-Abaúj-Zemplén	Borsod-Abaúj-Zemplén	Borsod-Abauj-Zemplen	Borsod-Aba&#x00FA;j-Zempl&#x00E9;n
1178	HU312	HU	Heves	Heves	Heves	Heves
1179	HU313	HU	Nógrád	Nógrád	Nograd	N&#x00F3;gr&#x00E1;d
1180	HU32	HU	Észak-Alföld	Észak-Alföld	Eszak-Alfold	&#x00C9;szak-Alf&#x00F6;ld
1181	HU321	HU	Hajdú-Bihar	Hajdú-Bihar	Hajdu-Bihar	Hajd&#x00FA;-Bihar
1182	HU322	HU	Jász-Nagykun-Szolnok	Jász-Nagykun-Szolnok	Jasz-Nagykun-Szolnok	J&#x00E1;sz-Nagykun-Szolnok
1183	HU323	HU	Szabolcs-Szatmár-Bereg	Szabolcs-Szatmár-Bereg	Szabolcs-Szatmar-Bereg	Szabolcs-Szatm&#x00E1;r-Bereg
1184	HU33	HU	Dél-Alföld	Dél-Alföld	Del-Alfold	D&#x00E9;l-Alf&#x00F6;ld
1185	HU331	HU	Bács-Kiskun	Bács-Kiskun	Bacs-Kiskun	B&#x00E1;cs-Kiskun
1186	HU332	HU	Békés	Békés	Bekes	B&#x00E9;k&#x00E9;s
1187	HU333	HU	Csongrád	Csongrád	Csongrad	Csongr&#x00E1;d
1188	IE	IE	Ireland	Ireland	Ireland	Ireland
1189	IE0	IE	Ireland	Ireland	Ireland	Ireland
1190	IE01	IE	Border, Midland and Western	Border, Midland and Western	Border, Midland and Western	Border, Midland and Western
1191	IE011	IE	Border	Border	Border	Border
1192	IE012	IE	Midland	Midland	Midland	Midland
1193	IE013	IE	West	West	West	West
1194	IE02	IE	Southern and Eastern	Southern and Eastern	Southern and Eastern	Southern and Eastern
1195	IE021	IE	Dublin	Dublin	Dublin	Dublin
1196	IE022	IE	Mid-East	Mid-East	Mid-East	Mid-East
1197	IE023	IE	Mid-West	Mid-West	Mid-West	Mid-West
1198	IE024	IE	South-East (IRL)	South-East (IRL)	South-East (IRL)	South-East (IRL)
1199	IE025	IE	South-West (IRL)	South-West (IRL)	South-West (IRL)	South-West (IRL)
1200	IS	IS	Ísland	Ísland	Island	&#x00CD;sland
1201	IS0	IS	Ísland	Ísland	Island	&#x00CD;sland
1202	IS00	IS	Ísland	Ísland	Island	&#x00CD;sland
1203	IS001	IS	Höfuðborgarsvæði	Höfuðborgarsvæði	Hofudborgarsvaedi	H&#x00F6;fu&#x00F0;borgarsv&#x00E6;&#x00F0;i
1204	IS002	IS	Landsbyggð	Landsbyggð	Landsbyggd	Landsbygg&#x00F0;
1205	IT	IT	Italia	Italia	Italia	Italia
1206	ITC	IT	Nord-Ovest	Nord-Ovest	Nord-Ovest	Nord-Ovest
1207	ITC1	IT	Piemonte	Piemonte	Piemonte	Piemonte
1208	ITC11	IT	Torino	Torino	Torino	Torino
1209	ITC12	IT	Vercelli	Vercelli	Vercelli	Vercelli
1210	ITC13	IT	Biella	Biella	Biella	Biella
1211	ITC14	IT	Verbano-Cusio-Ossola	Verbano-Cusio-Ossola	Verbano-Cusio-Ossola	Verbano-Cusio-Ossola
1212	ITC15	IT	Novara	Novara	Novara	Novara
1213	ITC16	IT	Cuneo	Cuneo	Cuneo	Cuneo
1214	ITC17	IT	Asti	Asti	Asti	Asti
1215	ITC18	IT	Alessandria	Alessandria	Alessandria	Alessandria
1216	ITC2	IT	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallee d'Aoste	Valle d'Aosta/Vall&#x00E9;e d'Aoste
1217	ITC20	IT	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallée d'Aoste	Valle d'Aosta/Vallee d'Aoste	Valle d'Aosta/Vall&#x00E9;e d'Aoste
1218	ITC3	IT	Liguria	Liguria	Liguria	Liguria
1219	ITC31	IT	Imperia	Imperia	Imperia	Imperia
1220	ITC32	IT	Savona	Savona	Savona	Savona
1221	ITC33	IT	Genova	Genova	Genova	Genova
1222	ITC34	IT	La Spezia	La Spezia	La Spezia	La Spezia
1223	ITC4	IT	Lombardia	Lombardia	Lombardia	Lombardia
1224	ITC41	IT	Varese	Varese	Varese	Varese
1225	ITC42	IT	Como	Como	Como	Como
1226	ITC43	IT	Lecco	Lecco	Lecco	Lecco
1227	ITC44	IT	Sondrio	Sondrio	Sondrio	Sondrio
1228	ITC45	IT	Milano	Milano	Milano	Milano
1229	ITC46	IT	Bergamo	Bergamo	Bergamo	Bergamo
1230	ITC47	IT	Brescia	Brescia	Brescia	Brescia
1231	ITC48	IT	Pavia	Pavia	Pavia	Pavia
1232	ITC49	IT	Lodi	Lodi	Lodi	Lodi
1233	ITC4A	IT	Cremona	Cremona	Cremona	Cremona
1234	ITC4B	IT	Mantova	Mantova	Mantova	Mantova
1235	ITD	IT	Nord-Est	Nord-Est	Nord-Est	Nord-Est
1236	ITD1	IT	Provincia Autonoma Bolzano/Bozen	Provincia Autonoma Bolzano/Bozen	Provincia Autonoma Bolzano/Bozen	Provincia Autonoma Bolzano/Bozen
1237	DEG06	DE	Eichsfeld	Eichsfeld	Eichsfeld	Eichsfeld
1238	DEG07	DE	Nordhausen	Nordhausen	Nordhausen	Nordhausen
1239	DEG09	DE	Unstrut-Hainich-Kreis	Unstrut-Hainich-Kreis	Unstrut-Hainich-Kreis	Unstrut-Hainich-Kreis
1240	DEG0A	DE	Kyffhäuserkreis	Kyffhäuserkreis	Kyffhauserkreis	Kyffh&#x00E4;userkreis
1241	DEG0B	DE	Schmalkalden-Meiningen	Schmalkalden-Meiningen	Schmalkalden-Meiningen	Schmalkalden-Meiningen
1242	DEG0C	DE	Gotha	Gotha	Gotha	Gotha
1243	DEG0D	DE	Sömmerda	Sömmerda	Sommerda	S&#x00F6;mmerda
1244	DEG0E	DE	Hildburghausen	Hildburghausen	Hildburghausen	Hildburghausen
1245	DEG0F	DE	Ilm-Kreis	Ilm-Kreis	Ilm-Kreis	Ilm-Kreis
1246	DEG0G	DE	Weimarer Land	Weimarer Land	Weimarer Land	Weimarer Land
1247	DEG0H	DE	Sonneberg	Sonneberg	Sonneberg	Sonneberg
1248	DEG0I	DE	Saalfeld-Rudolstadt	Saalfeld-Rudolstadt	Saalfeld-Rudolstadt	Saalfeld-Rudolstadt
1249	DEG0J	DE	Saale-Holzland-Kreis	Saale-Holzland-Kreis	Saale-Holzland-Kreis	Saale-Holzland-Kreis
1250	DEG0K	DE	Saale-Orla-Kreis	Saale-Orla-Kreis	Saale-Orla-Kreis	Saale-Orla-Kreis
1251	DEG0L	DE	Greiz	Greiz	Greiz	Greiz
1252	DEG0M	DE	Altenburger Land	Altenburger Land	Altenburger Land	Altenburger Land
1253	DEG0N	DE	Eisenach, Kreisfreie Stadt	Eisenach, Kreisfreie Stadt	Eisenach, Kreisfreie Stadt	Eisenach, Kreisfreie Stadt
1254	DEG0P	DE	Wartburgkreis	Wartburgkreis	Wartburgkreis	Wartburgkreis
1255	DK	DK	Danmark	Danmark	Danmark	Danmark
1256	DK0	DK	Danmark	Danmark	Danmark	Danmark
1257	DK01	DK	Hovedstaden	Hovedstaden	Hovedstaden	Hovedstaden
1258	DK011	DK	Byen København	Byen København	Byen Kobenhavn	Byen K&#x00F8;benhavn
1259	DK012	DK	Københavns omegn	Københavns omegn	Kobenhavns omegn	K&#x00F8;benhavns omegn
1260	DK013	DK	Nordsjælland	Nordsjælland	Nordsjaelland	Nordsj&#x00E6;lland
1261	DK014	DK	Bornholm	Bornholm	Bornholm	Bornholm
1262	DK02	DK	Sjælland	Sjælland	Sjaelland	Sj&#x00E6;lland
1263	DK021	DK	Østsjælland	Østsjælland	Ostsjaelland	&#x00D8;stsj&#x00E6;lland
1264	DK022	DK	Vest- og Sydsjælland	Vest- og Sydsjælland	Vest- og Sydsjaelland	Vest- og Sydsj&#x00E6;lland
1265	DK03	DK	Syddanmark	Syddanmark	Syddanmark	Syddanmark
1266	DK031	DK	Fyn	Fyn	Fyn	Fyn
1267	DED23	DE	Hoyerswerda, Kreisfreie Stadt	Hoyerswerda, Kreisfreie Stadt	Hoyerswerda, Kreisfreie Stadt	Hoyerswerda, Kreisfreie Stadt
1268	DED24	DE	Bautzen	Bautzen	Bautzen	Bautzen
1269	DED25	DE	Meißen	Meißen	Meissen	Mei&#x00DF;en
1270	DED26	DE	Niederschlesischer Oberlausitzkreis	Niederschlesischer Oberlausitzkreis	Niederschlesischer Oberlausitzkreis	Niederschlesischer Oberlausitzkreis
1271	DED27	DE	Riesa-Großenhain	Riesa-Großenhain	Riesa-Grossenhain	Riesa-Gro&#x00DF;enhain
1272	DE221	DE	Landshut, Kreisfreie Stadt	Landshut, Kreisfreie Stadt	Landshut, Kreisfreie Stadt	Landshut, Kreisfreie Stadt
1273	DE222	DE	Passau, Kreisfreie Stadt	Passau, Kreisfreie Stadt	Passau, Kreisfreie Stadt	Passau, Kreisfreie Stadt
1274	DE223	DE	Straubing, Kreisfreie Stadt	Straubing, Kreisfreie Stadt	Straubing, Kreisfreie Stadt	Straubing, Kreisfreie Stadt
1275	DE224	DE	Deggendorf	Deggendorf	Deggendorf	Deggendorf
1276	DE225	DE	Freyung-Grafenau	Freyung-Grafenau	Freyung-Grafenau	Freyung-Grafenau
1277	DE226	DE	Kelheim	Kelheim	Kelheim	Kelheim
1278	DE227	DE	Landshut, Landkreis	Landshut, Landkreis	Landshut, Landkreis	Landshut, Landkreis
1279	DE228	DE	Passau, Landkreis	Passau, Landkreis	Passau, Landkreis	Passau, Landkreis
1280	DE229	DE	Regen	Regen	Regen	Regen
1281	DE22A	DE	Rottal-Inn	Rottal-Inn	Rottal-Inn	Rottal-Inn
1282	DE22B	DE	Straubing-Bogen	Straubing-Bogen	Straubing-Bogen	Straubing-Bogen
1283	DE22C	DE	Dingolfing-Landau	Dingolfing-Landau	Dingolfing-Landau	Dingolfing-Landau
1284	DE23	DE	Oberpfalz	Oberpfalz	Oberpfalz	Oberpfalz
1285	DE231	DE	Amberg, Kreisfreie Stadt	Amberg, Kreisfreie Stadt	Amberg, Kreisfreie Stadt	Amberg, Kreisfreie Stadt
1286	DE232	DE	Regensburg, Kreisfreie Stadt	Regensburg, Kreisfreie Stadt	Regensburg, Kreisfreie Stadt	Regensburg, Kreisfreie Stadt
1287	DE233	DE	Weiden i. d. Opf, Kreisfreie Stadt	Weiden i. d. Opf, Kreisfreie Stadt	Weiden i. d. Opf, Kreisfreie Stadt	Weiden i. d. Opf, Kreisfreie Stadt
1288	DE234	DE	Amberg-Sulzbach	Amberg-Sulzbach	Amberg-Sulzbach	Amberg-Sulzbach
1289	DE235	DE	Cham	Cham	Cham	Cham
1290	DE236	DE	Neumarkt i. d. OPf.	Neumarkt i. d. OPf.	Neumarkt i. d. OPf.	Neumarkt i. d. OPf.
1291	DE237	DE	Neustadt a. d. Waldnaab	Neustadt a. d. Waldnaab	Neustadt a. d. Waldnaab	Neustadt a. d. Waldnaab
1292	DE238	DE	Regensburg, Landkreis	Regensburg, Landkreis	Regensburg, Landkreis	Regensburg, Landkreis
1293	DE239	DE	Schwandorf	Schwandorf	Schwandorf	Schwandorf
1294	DE23A	DE	Tirschenreuth	Tirschenreuth	Tirschenreuth	Tirschenreuth
1295	DE24	DE	Oberfranken	Oberfranken	Oberfranken	Oberfranken
1296	DE241	DE	Bamberg, Kreisfreie Stadt	Bamberg, Kreisfreie Stadt	Bamberg, Kreisfreie Stadt	Bamberg, Kreisfreie Stadt
1297	DE242	DE	Bayreuth, Kreisfreie Stadt	Bayreuth, Kreisfreie Stadt	Bayreuth, Kreisfreie Stadt	Bayreuth, Kreisfreie Stadt
1298	DE243	DE	Coburg, Kreisfreie Stadt	Coburg, Kreisfreie Stadt	Coburg, Kreisfreie Stadt	Coburg, Kreisfreie Stadt
1299	DE244	DE	Hof, Kreisfreie Stadt	Hof, Kreisfreie Stadt	Hof, Kreisfreie Stadt	Hof, Kreisfreie Stadt
1300	DE245	DE	Bamberg, Landkreis	Bamberg, Landkreis	Bamberg, Landkreis	Bamberg, Landkreis
1301	DE246	DE	Bayreuth, Landkreis	Bayreuth, Landkreis	Bayreuth, Landkreis	Bayreuth, Landkreis
1302	DE247	DE	Coburg, Landkreis	Coburg, Landkreis	Coburg, Landkreis	Coburg, Landkreis
1303	DE248	DE	Forchheim	Forchheim	Forchheim	Forchheim
1304	DE249	DE	Hof, Landkreis	Hof, Landkreis	Hof, Landkreis	Hof, Landkreis
1305	DE24A	DE	Kronach	Kronach	Kronach	Kronach
1306	DE24B	DE	Kulmbach	Kulmbach	Kulmbach	Kulmbach
1307	DE24C	DE	Lichtenfels	Lichtenfels	Lichtenfels	Lichtenfels
1308	DE24D	DE	Wunsiedel i. Fichtelgebirge	Wunsiedel i. Fichtelgebirge	Wunsiedel i. Fichtelgebirge	Wunsiedel i. Fichtelgebirge
1309	DE25	DE	Mittelfranken	Mittelfranken	Mittelfranken	Mittelfranken
